6393.85844 17.827 0.015
6394.77387 17.721 0.015
6394.82135 17.668 0.013
6394.86042 17.748 0.014
6394.92512 17.910 0.017
6395.77356 17.833 0.013
6395.82324 17.579 0.010
6395.86226 17.655 0.010
6395.90632 17.755 0.011
6396.75731 17.917 0.012
6396.80706 17.907 0.012
6396.84981 17.616 0.009
6396.89075 17.665 0.011
6396.93036 17.726 0.020
6397.72343 17.725 0.012
6397.77425 17.924 0.012
6397.82317 17.936 0.012
6397.86100 17.769 0.012
6397.89974 17.670 0.011
6398.73084 17.652 0.011
6398.79264 17.804 0.012
6398.83066 17.904 0.013
6398.87160 17.897 0.015
6398.91167 17.703 0.012
6399.73653 17.634 0.013
6399.78539 17.735 0.012
6399.83321 17.830 0.013
6399.87243 17.852 0.015
6400.70116 17.849 0.015
6400.74573 17.661 0.013
6400.81189 17.691 0.013
6400.86730 17.845 0.015
6400.91232 17.860 0.015
6401.70823 17.919 0.017
6401.75529 17.833 0.012
6401.80627 17.641 0.012
6401.84476 17.647 0.011
6401.88658 17.720 0.011
6401.92447 17.840 0.014
6402.71765 17.916 0.015
6402.76490 17.984 0.017
6402.81183 17.712 0.012
6402.85197 17.649 0.014
6402.89314 17.721 0.017
6403.72104 17.913 0.013
6403.75857 17.865 0.012
6403.80709 17.909 0.012
6403.84539 17.788 0.013
6403.90073 17.609 0.011
6404.74211 17.763 0.016
6404.79098 17.836 0.014
6404.82982 17.894 0.014
6404.86936 17.898 0.015
6404.92168 17.671 0.013
6405.84733 17.890 0.014
6405.87350 17.942 0.011
6405.91458 17.844 0.011
6406.83712 17.713 0.022
6406.89299 17.883 0.015
6406.93451 17.870 0.019
6407.71190 17.833 0.019
6407.74982 17.730 0.014
6407.78789 17.641 0.013
6407.83691 17.644 0.013
6407.87747 17.799 0.015
6407.92562 17.885 0.020
6408.78174 17.826 0.020
6408.82229 17.637 0.017
6409.89542 17.642 0.018
6409.93333 17.719 0.024
6415.77383 17.905 0.020
6415.81431 17.712 0.014
6415.86670 17.669 0.017
6415.91553 17.748 0.015
6416.70103 17.720 0.015
6416.76416 17.851 0.013
6416.81158 17.912 0.013
6416.86782 17.664 0.012
6416.91748 17.665 0.011
6417.68877 17.683 0.017
6417.72685 17.676 0.013
6417.76435 17.732 0.014
6417.81201 17.864 0.013
6417.85255 17.862 0.016
6417.90141 17.666 0.015
6417.93987 17.593 0.027
6418.70006 17.621 0.013
6418.73755 17.637 0.012
6418.77514 17.712 0.012
6418.82446 17.824 0.012
6418.86419 17.904 0.013
6418.91154 17.875 0.014
6419.71135 17.826 0.013
6419.74942 17.622 0.011
6419.78826 17.606 0.013
6419.83950 17.795 0.014
6419.88713 17.830 0.014
6419.92516 17.899 0.015
6420.65354 17.887 0.013
6420.69112 17.924 0.013
6420.72894 17.891 0.012
6420.76485 17.726 0.011
6420.82460 17.672 0.010
6420.86335 17.719 0.011
6420.91230 17.826 0.012
6421.83344 17.641 0.013
6421.89201 17.626 0.015
6422.73712 17.895 0.013
6422.77494 17.904 0.014
6422.89724 17.715 0.022
6423.69478 17.658 0.013
6423.75200 17.784 0.016
6423.81604 17.925 0.015
6423.85462 17.825 0.014
6423.89328 17.669 0.013
6423.93133 17.595 0.013
6424.65490 17.719 0.013
6424.69537 17.632 0.011
6424.75472 17.693 0.011
6424.80564 17.834 0.012
6424.84906 17.874 0.014
6424.89055 17.882 0.014
6426.65302 17.829 0.014
6426.72914 17.780 0.010
6426.80072 17.651 0.012
6426.85241 17.671 0.011
6426.89352 17.835 0.013
6426.93417 17.974 0.019
6427.77903 17.701 0.011
6427.89503 17.775 0.013
6428.64515 17.701 0.016
6428.69463 17.756 0.015
6428.73611 17.886 0.016
6428.78665 17.873 0.014
6428.84062 17.631 0.015
6428.88319 17.595 0.013
6428.92354 17.736 0.019
6431.63719 17.899 0.019
6431.68365 17.773 0.016
6431.73422 17.588 0.011
6431.78637 17.736 0.013
6431.82799 17.826 0.013
6431.86830 17.928 0.016
6431.90896 17.996 0.020
6432.66534 17.960 0.018
6432.70829 17.851 0.014
6432.76764 17.648 0.012
6432.80952 17.714 0.012
6432.84956 17.787 0.014
6432.89028 17.878 0.019
6432.93079 17.932 0.020
6433.65424 17.849 0.017
6433.69488 17.933 0.016
6433.74475 17.817 0.017
6433.79641 17.695 0.015
6433.84986 17.667 0.010
6434.61405 17.719 0.019
6434.65430 17.787 0.017
6434.69655 17.867 0.016
6434.74604 17.897 0.014
6434.79768 17.800 0.014
6434.83896 17.664 0.014
6434.88689 17.640 0.014
6434.93251 17.672 0.019
6435.64468 17.614 0.013
6435.68468 17.753 0.016
6435.73710 17.832 0.014
6435.78804 17.867 0.016
6435.83024 17.905 0.016
6435.87402 17.652 0.014
6435.91597 17.672 0.013
6436.63068 17.720 0.016
6436.67370 17.630 0.013
6436.71539 17.751 0.015
6436.77908 17.800 0.015
6436.81987 17.883 0.018
6436.86164 17.915 0.021
6436.90308 17.664 0.016
6436.94504 17.597 0.024
6441.64459 17.718 0.022
6441.77826 17.908 0.020
6441.83113 17.709 0.019
6441.87464 17.585 0.017
6441.91640 17.627 0.019
6442.61118 17.724 0.012
6442.65119 17.662 0.012
6442.69125 17.677 0.011
6442.75339 17.797 0.012
6442.79511 17.944 0.013
6442.83549 17.889 0.013
6442.87531 17.676 0.012
6442.91513 17.646 0.016
6443.67409 17.620 0.010
6443.75567 17.706 0.014
6443.82416 17.802 0.017
6444.76114 17.643 0.013
6444.81436 17.778 0.015
6444.85525 17.877 0.015
6444.89700 17.942 0.019
6445.62587 17.787 0.015
6445.68420 17.965 0.014
6445.72914 17.786 0.014
6445.78802 17.608 0.012
6445.83362 17.753 0.014
6445.87878 17.800 0.016
6446.61669 17.731 0.012
6446.65801 17.802 0.011
6446.70972 17.902 0.012
6446.76520 17.789 0.012
6446.80553 17.646 0.010
6446.84811 17.684 0.012
6446.91543 17.758 0.017
6447.59286 17.638 0.012
6447.63194 17.635 0.011
6447.67265 17.778 0.013
6447.73246 17.875 0.013
6447.77740 17.865 0.014
6447.81911 17.661 0.011
6447.85923 17.613 0.012
6447.89981 17.677 0.014
6448.58170 17.788 0.015
6448.62187 17.688 0.013
6448.66230 17.672 0.013
6448.71297 17.749 0.013
6448.76535 17.900 0.013
6448.80691 17.910 0.013
6448.84832 17.736 0.013
6448.88887 17.652 0.018
6448.92465 17.732 0.025
6449.58094 17.930 0.015
6449.62192 17.797 0.014
6449.66516 17.647 0.013
6449.70549 17.661 0.011
6449.76705 17.787 0.014
6449.80816 17.846 0.015
6449.84901 17.920 0.017
6449.88948 17.854 0.021
6450.57249 17.843 0.015
6450.61524 17.930 0.015
6450.65825 17.855 0.012
6450.70732 17.610 0.009
6450.75793 17.671 0.011
6450.79960 17.734 0.012
6450.84038 17.869 0.015
6450.88562 17.972 0.020
6451.57521 17.871 0.018
6451.62052 17.852 0.017
6451.66093 17.889 0.016
6451.71290 17.784 0.013
6451.76532 17.629 0.011
6451.80561 17.697 0.015
6451.84653 17.759 0.016
6452.57613 17.737 0.013
6452.62508 17.806 0.011
6452.66577 17.895 0.013
6452.75698 17.705 0.010
6452.81789 17.628 0.010
6452.86056 17.703 0.013
6452.90353 17.885 0.019
6454.59217 17.678 0.012
6454.63465 17.615 0.011
6454.67536 17.714 0.011
6454.73707 17.899 0.013
6454.77850 17.922 0.013
6454.81963 17.844 0.015
6454.86025 17.669 0.014
6455.59495 17.908 0.014
6455.70173 17.628 0.010
6455.80201 17.928 0.014
6456.55841 17.932 0.013
6456.60079 17.877 0.011
6456.64196 17.840 0.010
6456.69363 17.664 0.009
6456.74591 17.696 0.010
6456.78718 17.827 0.013
6456.82819 17.878 0.013
6457.68506 17.862 0.011
6457.72208 17.617 0.010
6457.77424 17.661 0.010
6457.81564 17.719 0.015
6457.85663 17.851 0.015
6457.89229 17.918 0.019
6458.55773 17.774 0.017
6458.59897 17.781 0.014
6458.64018 17.868 0.013
6458.68078 17.955 0.015
6458.73341 17.803 0.014
6458.78405 17.636 0.012
6458.82490 17.700 0.013
6459.55105 17.652 0.014
6459.59201 17.667 0.013
6459.63488 17.783 0.013
6459.68670 17.902 0.013
6459.74311 17.885 0.012
6459.78394 17.717 0.012
6459.82468 17.659 0.013
6459.86558 17.721 0.014
6460.66501 17.724 0.012
6460.75079 17.909 0.015
6460.83650 17.632 0.012
6461.58085 17.825 0.015
6461.62228 17.669 0.013
6461.66706 17.651 0.013
6461.72390 17.823 0.017
6461.78525 17.936 0.015
6461.83680 17.875 0.013
6461.88717 17.598 0.014
6462.61061 17.867 0.017
6462.65222 17.664 0.012
6462.70435 17.661 0.016
6462.83127 17.909 0.017
6462.87221 17.823 0.019
6463.56615 17.813 0.017
6463.60531 17.876 0.020
6463.64651 17.938 0.019
6463.70180 17.639 0.015
6463.75532 17.632 0.013
6463.79661 17.667 0.014
6463.83779 17.832 0.016
6463.87211 17.989 0.020
6464.61404 17.814 0.020
6464.65445 17.917 0.021
6464.70211 17.871 0.019
6464.75431 17.621 0.016
6464.80517 17.704 0.017
6464.84682 17.822 0.020
6468.57186 17.892 0.019
6468.61197 17.824 0.017
6468.65314 17.618 0.014
6468.68233 17.663 0.015
6468.72524 17.632 0.015
6468.77572 17.823 0.017
6469.55389 17.863 0.018
6469.59410 17.912 0.017
